"Artikel-Nr.","Bezeichnung","EAN-Nr.","Lagerbestand","ME","MwSt.-satz"
16492,"Herbal Ess.PR Spülung Hydrate 400ml","8001090223050",18.00,"Stck.",19.00
16493,"Herbal Ess.PR Spülung Lightweight 400ml","8001090223296",18.00,"Stck.",19.00
16494,"Herbal Ess.PR Spülung Moisture 400ml","8001090223531",18.00,"Stck.",19.00
16495,"Herbal Ess.PR Spülung Repair 400ml","8001090223470",12.00,"Stck.",19.00
16496,"Herbal Ess.PR Spülung Smooth 400ml","8001090223357",18.00,"Stck.",19.00
16497,"Kneipp Aroma Schaumbad Glückliche Auszeit 400ml","4008233104003",123.00,"Stck.",19.00
16498,"Kneipp Aroma Schaumbad Gute Laune 400ml","4008233103990",71.00,"Stck.",19.00
16499,"Herbal Ess.PR Spülung Volume 400ml","8001090223111",18.00,"Stck.",19.00
16502,"Got2b Color Edelmetall M71 Pearl Metallic Silber","4015100216776",3.00,"Stck.",19.00
16503,"Got2b Color Edelmetall M73 Smoky Metallic Silber","4015100216769",3.00,"Stck.",19.00
16504,"Got2b Color Farb Artist 100 Neon Pink","4015100216233",6.00,"Stck.",19.00
16507,"Got2b Color Farb Artist 107 Neon Gelb","4015100216257",9.00,"Stck.",19.00
16508,"Got2b Color Farb Artist 108 Neon Orange","4015100216288",6.00,"Stck.",19.00
16509,"Got2b lockmittel Locken Milch 150ml","4015100204025",7.00,"Stck.",19.00
16510,"Got2b Phenomenal Wunderbart Öl 75ml","4015100215991",7.00,"Stck.",19.00
16512,"Got2b Trends Former Wax Blau 50ml","4015100215335",14.00,"Stck.",19.00
16514,"Got2b Color Edelmetall M70 Moon Metallic Silber","4015100219104",2.00,"Stck.",19.00
16516,"Got2b Color Edelmetall M72 Dusty Metallic Silber","4015100219111",3.00,"Stck.",19.00
16519,"Kneipp Badekristalle Danke 60g","4008233153520",18.00,"Stck.",19.00
16520,"Kneipp Badekristalle Goodbye Stress 60g","4008233153544",9.00,"Stck.",19.00
16529,"Kneipp Badekristalle Tiefenentspannung 500g","4008233153490",19.00,"Stck.",19.00
16530,"Kneipp Badekristalle Alles wird gut 60g","4008233123974",14.00,"Stck.",19.00
16531,"Kneipp Badekristalle Frostbeulen Bad 60g","4008233150987",12.00,"Stck.",19.00
16539,"Kneipp Badekristalle Hab dich lieb 60g","4008233128009",18.00,"Stck.",19.00
16550,"Kneipp Badekristalle Poolparty 60g","4008233152462",26.00,"Stck.",19.00
16552,"Kneipp Badekristalle Sch(l)af schön 60g","4008233146249",21.00,"Stck.",19.00
16554,"Kneipp Badekristalle Träume der Provence 60g","4008233121710",11.00,"Stck.",19.00
16555,"Kneipp Badekristalle Viel Glück 60g","4008233141510",19.00,"Stck.",19.00
16556,"Kneipp Badesalz schäumend Abschalten 80g","4008233131450",6.00,"Stck.",19.00
16557,"Kneipp Badesalz schäumend Entspannen 80g","4008233133768",3.00,"Stck.",19.00
16560,"Kneipp Badesalz schäumend Verwöhnen 80g","4008233131467",14.00,"Stck.",19.00
16561,"Kneipp Fuß Badekristalle 40g","4008233137001",32.00,"Stck.",19.00
16590,"Basisches Edelstein Bad Btl.60g VK2.95","4260130211066",15.00,"Stck.",19.00
16600,"Garnier Deo Spray Clean Sensation 150ml","3600542227254",14.00,"Stck.",19.00
16601,"Garnier Deo Spray Invisible B&W Color 150ml","3600542227278",24.00,"Stck.",19.00
16602,"Garnier Deo Spray Men Extreme 150ml","3600542227261",23.00,"Stck.",19.00
16603,"Garnier Deo Roller Invisible B&W Color 50ml","3600542227339",18.00,"Stck.",19.00
16604,"Garnier Deo Spray Men Protection 5 150ml","3600542227353",23.00,"Stck.",19.00
16605,"Garnier Deo Spray Protection 5 150ml","3600542227360",12.00,"Stck.",19.00
16606,"Garnier Deo Spray Pure Active Antibak 150ml","3600542227315",24.00,"Stck.",19.00
16607,"Garnier Deo Spray Pure Frische Blüte 150ml","3600542227308",12.00,"Stck.",19.00
16608,"Garnier Deo Spray Pure Frische Natürlich o.A.150ml","3600542227285",21.00,"Stck.",19.00
16609,"Garnier Deo Roller Men Protecion 5 50ml","3600542227377",9.00,"Stck.",19.00
16610,"Garnier Deo Spray Ultra Dry 150ml","3600542227292",14.00,"Stck.",19.00
16611,"Garnier Deo Roller Protection 5 50ml","3600542227384",13.00,"Stck.",19.00
16612,"Garnier Deo Roller Pure Frische Natürlich 50ml","3600542227346",12.00,"Stck.",19.00
16613,"Garnier Deo Roller Ultra Dry 50ml","3600542227322",6.00,"Stck.",19.00
16638,"KLAR Seife X-mas Glühwein 100g","4260262351586",82.00,"Stck.",19.00
16639,"KLAR Seife X-mas Kand.Apfel 100g","4260262351876",77.00,"Stck.",19.00
16640,"KLAR Seife X-mas Vanillekipferl 100g","4260262351883",68.00,"Stck.",19.00
16641,"KLAR Seife X-mas Taler Mandel 125g","4260262354228",32.00,"Stck.",19.00
16642,"KLAR Seife X-mas Taler Nelke 125g","4260262354181",42.00,"Stck.",19.00
16643,"KLAR Seife X-mas Taler Zimt 125g","4260262354204",36.00,"Stck.",19.00
16644,"KLAR Badeseife Damen an der Kordel 250g","4260262351302",4.00,"Stck.",19.00
16645,"KLAR Badeseife Herren an der Kordel 250g","4260262351326",0.00,"Stck.",19.00
16646,"KLAR Seife Kinder 100g","4260262352866",10.00,"Stck.",19.00
16647,"KLAR Seife Kirschblüte&Reismilch 100g","4260262353634",9.00,"Stck.",19.00
16648,"KLAR Seife Kohle 100g","4260262352682",42.00,"Stck.",19.00
16649,"KLAR Seife Lavendel 100g","4260262353009",10.00,"Stck.",19.00
16650,"KLAR Seife Lemongras 100g","4260262353023",5.00,"Stck.",19.00
16651,"KLAR Seife Mandel 100g","4260262352781",10.00,"Stck.",19.00
16652,"KLAR Seife Meersalz 100g","4260262352767",10.00,"Stck.",19.00
16653,"KLAR Seife Nelke 100g","4260262352835",10.00,"Stck.",19.00
16654,"KLAR Seife Orange 100g","4260262353061",8.00,"Stck.",19.00
16655,"KLAR Seife Rosmarin 100g","4260262353047",6.00,"Stck.",19.00
16656,"KLAR Seife Zimt 100g","4260262352811",6.00,"Stck.",19.00
16660,"KLAR Seife ätherisch Lavendel 150g","4260262350176",7.00,"Stck.",19.00
16666,"KLAR Seife ätherisch Lemongras 150g","4260262350183",4.00,"Stck.",19.00
16673,"KLAR Festes Shampoo Lemongrass&Aloe 100g","4260262353931",2.00,"Stck.",19.00
16678,"KLAR Seife ätherisch Nelke 150g","4260262351333",5.00,"Stck.",19.00
16679,"KLAR Seife ätherisch Orange 150g","4260262350206",3.00,"Stck.",19.00
16680,"KLAR Seife ätherisch Riesling 150g","4260262350121",3.00,"Stck.",19.00
16681,"KLAR Seife ätherisch Rosmarin 150g","4260262350190",6.00,"Stck.",19.00
16686,"KLAR Seife ätherisch Spätburgunder 150g","4260262350114",0.00,"Stck.",19.00
16687,"KLAR Festes Shampoo Kamille&Brennnessel 100g","4260262353627",11.00,"Stck.",19.00
16688,"KLAR Festes Shampoo Muskat&Vanille 100g","4260262353641",26.00,"Stck.",19.00
17000,"Lindt Pralines Hell&Zart 200g","4000539103124",4.00,"Stck.",7.00
17003,"Lindt Tafel Excellence 99% 50g bitter ex.kräftig","3046920028721",124.00,"Stck.",7.00
17011,"Lindt Tafel Mocca 100g","4000539001604",22.00,"Stck.",7.00
17015,"Lindt Tafel E.Bitter Cranberry 150g","4000539021404",4.00,"Stck.",7.00
17016,"Lindt Tafel E.Bitter Orange 150g","4000539014000",15.00,"Stck.",7.00
17022,"Lindt Tafel Cresta 100g","7610400082792",21.00,"Stck.",7.00
17023,"Lindt Tafel E.Bitter Aprikose 150g","4000539129209",5.00,"Stck.",7.00
17024,"Lindt Tafel E.Bitter Minze 150g","4000539084805",0.00,"Stck.",7.00
17025,"Lindt Tafel E.Bitter Pflaume Rum 150g","4000539139307",10.00,"Stck.",7.00
17026,"Lindt Tafel LesGrandes Haselnuss Feinherb 150g","7610400066211",13.00,"Stck.",7.00
17027,"Lindt Tafel LesGrandes Haselnuss Milch 150g","7610400066204",8.00,"Stck.",7.00
17028,"Lindt Tafel LesGrandes Mandel Weiss 150g","7610400066198",15.00,"Stck.",7.00
17029,"Lindt SensationFruit Heidelbeere&Acai 150g","3046920045308",7.00,"Stck.",7.00
17030,"Lindt SensationFruit Himbeere&Cranberry 150g","3046920045315",9.00,"Stck.",7.00
17031,"Lindt SensationFruit Orange&PinkGrapefruit 150g","3046920047593",13.00,"Stck.",7.00
17039,"Lindt Creme Noisette 220g","8013108699313",10.00,"Stck.",7.00
17040,"Lindt Creme Noire 210g","8013108699320",9.00,"Stck.",7.00
17060,"Lindt Pralines Classic 200g","4000539103087",7.00,"Stck.",7.00
17065,"Lindt Pralines Hochfein 120g","4000539124303",4.00,"Stck.",7.00
17066,"Lindt Pralines Hochfein 200g","4000539103865",10.00,"Stck.",7.00
17067,"Lindt Pralines Kleiner Dank 40g","4000539320002",36.00,"Stck.",7.00
17068,"Lindt Pralines Mini 100g","4000539103766",30.00,"Stck.",7.00
17069,"Lindt Pralines Royal 300g","4000539307805",2.00,"Stck.",7.00
17070,"Lindt Pralines Spezialitäten 250g","4000539307607",6.00,"Stck.",7.00
17072,"Lindt Tafel Alpenvollmilch 100g","4000539001307",33.00,"Stck.",7.00
17073,"Lindt Tafel E.Bitter Choc.Trüffel 150g","4000539014109",11.00,"Stck.",7.00
17074,"Lindt Tafel E.Bitter KirschChili 150g","4000539014307",16.00,"Stck.",7.00
17075,"Lindt Tafel Excellence 70% 100g","4000539001505",18.00,"Stck.",7.00
17076,"Lindt Tafel Excellence Kräftig 85% 100g","3046920028363",27.00,"Stck.",7.00
17079,"Lindt Tafel Ganznuss 100g","4000539002809",24.00,"Stck.",7.00
17082,"Lindt Tafel Nougat 100g","4000539002007",5.00,"Stck.",7.00
17085,"Lindt Täfelchen Vollmilch 125g","4000539204500",12.00,"Stck.",7.00
17098,"Lindt Riegel Edel Marzipan 50g","4000539381003",17.00,"Stck.",7.00
17099,"Lindt Riegel Edel Nougat 50g","4000539381201",24.00,"Stck.",7.00
17100,"Lindt Pralines Nougat 200g","4000539103049",0.00,"Stck.",7.00
17101,"Heidi Hohlfigur Floppy der Pinguin 70g VK2.49","5941021011277",41.00,"Stck.",7.00
17103,"Heidi Hohlfigur Frosty der Schneemann 70g VK2.49","5941021004989",51.00,"Stck.",7.00
17105,"Heidi Hohlfigur Rudolph das Rentier 70g VK2.49","5941021007492",46.00,"Stck.",7.00
17106,"Heidi Hohlfigur Santa Claus 70g VK2.49","5941021001179",26.00,"Stck.",7.00
17107,"Heidi Hohlfigur Santa Claus+Sonnenbrille 110g 2.99","5941021001735",80.00,"Stck.",7.00
17108,"Heidi Pralinen GP BouquetStern o.A.140g VK3.99","5941021003586",64.00,"Stck.",7.00
17109,"Heidi Pralinen Moments Mix o.A.220g VK5.49","5941021006334",40.00,"Stck.",7.00
17110,"Heidi Tafel Apple&Cinnamon 90g VK2.29","5941021003623",27.00,"Stck.",7.00
17111,"Heidi Tafel Gingerbread 90g VK2.29","5941021016074",70.00,"Stck.",7.00
17112,"Heidi Tafel Praline Dessert 100g VK2.29","5941021006365",46.00,"Stck.",7.00
17114,"Lindt Tafel Zartbitter 100g","4000539001406",20.00,"Stck.",7.00
17121,"Lindt Täfelchen Edelbitter 125g","4000539204401",0.00,"Stck.",7.00
17200,"Kandis Braun 500g","4006544477106",274.00,"Stck.",7.00
17202,"S.Cointreau Liqueur 0.7 Liter","3035542004206",10.00,"Stck.",19.00
17203,"S.Metaxa 5 Sterne 0.7 Liter","5202795120054",12.00,"Stck.",19.00
17205,"S.Metaxa 7 Sterne 0.7 Liter","5202795130022",6.00,"Stck.",19.00
17207,"Herbaria Gewürz Basic Lorbeerblätter 5g VK4.95","4021269107367",2.00,"Stck.",7.00
17208,"S.Moskovskaya Vodka 0.5 Liter","4053500002209",14.00,"Stck.",19.00
17209,"Herbaria Gewürz Basic Oregano gerebelt 20g VK5.95","4021269041777",2.00,"Stck.",7.00
17210,"S.Remy Martin 1738 0.7 Liter","3024480001781",8.00,"Stck.",19.00
17211,"S.Remy Martin XO 0.7 Liter","3024480004522",7.00,"Stck.",19.00
17213,"Wan Kwai Ketjap Manis mild 500ml","4100650020055",78.00,"Stck.",7.00
17215,"S.Canella Prosecco Superiore 0.75 Liter","",16.00,"Stck.",19.00
17216,"Herbaria Gewürz Basic Sizil.Steinsalz 100g VK4.95","4021269041678",5.00,"Stck.",7.00
17217,"S.Leonette Lugana 0.75 Liter","",24.00,"Stck.",19.00
17221,"W.Chivers Marmelade English Orange 340g","5098732000738",6.00,"Stck.",7.00
17222,"W.Chivers Marmelade Ginger 340g","5098732004811",4.00,"Stck.",7.00
17223,"W.Chivers Marmelade Ginger&Lime 340g","5098732000677",5.00,"Stck.",7.00
17224,"W.Chivers Marmelade Lemon Jelly 340g","5098732000752",10.00,"Stck.",7.00
17226,"W.Chivers Marmelade Orange Jelly 340g","5098732000769",1.00,"Stck.",7.00
17238,"W.Darbo Fruchtaufstrich Rosenmarille 200g","9001432029424",1.00,"Stck.",7.00
17259,"W.Lacroix Suppe Champignon Creme 400ml","4009062460995",8.00,"Stck.",7.00
17260,"W.Lacroix Suppe Franz.Zwiebel 400ml","4009062351507",20.00,"Stck.",7.00
17261,"S.Ramazzotti 0.7 Liter","8006550301040",11.00,"Stck.",19.00
17262,"W.Lacroix Suppe Gulasch 400ml","4009062452006",18.00,"Stck.",7.00
17263,"W.Lacroix Suppe Kürbis Creme 400ml","4009062396133",12.00,"Stck.",7.00
17264,"W.Lacroix Suppe Lachs Creme 400ml","4009062435009",51.00,"Stck.",7.00
17265,"W.Lacroix Suppe Markklößchen 400ml","4009062388435",20.00,"Stck.",7.00
17266,"W.Lacroix Suppe Spargel Creme 400ml","4009062472479",9.00,"Stck.",7.00
17267,"W.Lacroix Suppe Tomaten Creme 400ml","4009062471083",24.00,"Stck.",7.00
17268,"W.Lacroix Suppe Tomate Provencale 400ml","4009062361025",11.00,"Stck.",7.00
17271,"W.Maille Dijon Senf Originale 200ml","3036810201280",18.00,"Stck.",7.00
17272,"Wan Kwai China Fadennudeln 250g","4100650402837",4.00,"Stck.",7.00
17274,"Probio Gewürz Harissa 40g","4044627142824",1.00,"Stck.",7.00
17275,"W.Mazzetti Balsamico Bianco 500ml","4008934280402",4.00,"Stck.",7.00
17276,"Probio Gewürz Ingwer gemahlen 25g","4044627296824",8.00,"Stck.",7.00
17277,"W.Mazzetti Balsamico Essig 500ml 281010","4008934281010",8.00,"Stck.",7.00
17278,"Wan Kwai China Gewürzzubereitung 55g","4100650122155",3.00,"Stck.",7.00
17281,"Wan Kwai Kokosmilch cremig 400ml","4100650191045",1.00,"Stck.",7.00
17283,"S.Sierra Tequilla Silver 0.7 Liter","4062400115483",3.00,"Stck.",19.00
17284,"Wan Kwai Sake Gekkeikan 0.75 Liter","4901030640074",11.00,"Stck.",19.00
17285,"W.Primoli Olivenöl Toscana DOP 500ml","8030818000291",8.00,"Stck.",7.00
17286,"W.Primoli Olivenöl Umbria DOP 500ml","8030818000314",7.00,"Stck.",7.00
17289,"Probio Gewürz Koriander gemahlen 25g","4044627066823",5.00,"Stck.",7.00
17291,"Probio Gewürz Kurkuma gemahlen 35g","4044627077836",2.00,"Stck.",7.00
17311,"Probio Gewürz Nelken ganz 30g","4044627099821",4.00,"Stck.",7.00
17313,"Probio Gewürz Oregano gerebelt 10g","4044627102828",6.00,"Stck.",7.00
17316,"Probio Gewürz Pfeffer schwarz ganz 40g","4044627108820",10.00,"Stck.",7.00
17317,"Probio Gewürz Pfeffer schwarz gemahlen 40g","4044627109827",6.00,"Stck.",7.00
17320,"Probio Gewürz Rosmarin ganz 15g","4044627119833",6.00,"Stck.",7.00
17321,"Probio Gewürz Thymian gerebelt 10g","4044627152830",4.00,"Stck.",7.00
17322,"Probio Gewürz Tomaten Gewürzsalz 60g","4044627366824",11.00,"Stck.",7.00
17328,"Surig Essig Essenz Dunkel 400g","4003387005039",17.00,"Stck.",7.00
17329,"Surig Essig Essenz Hell 400g","4003387005008",68.00,"Stck.",7.00
17337,"S.Martini Bianco 750ml","7630040401012",12.00,"Stck.",19.00
17338,"S.Aperol Aperitivo 0.7 Liter","8002230130504",20.00,"Stck.",19.00
17501,"Guhl Shampoo Baobab Öl 250ml","4072600255223",27.00,"Stck.",19.00
17502,"Garnier Olia  4.62 kaschmirrot","3600541524217",1.00,"Stck.",19.00
17503,"Guhl Shampoo Bier 250ml","4072600255247",117.00,"Stck.",19.00
17504,"Guhl Shampoo Tucuma+Öl 250ml","4072600255254",19.00,"Stck.",19.00
17505,"Guhl Shampoo Ei Cognac 250ml","4072600255261",20.00,"Stck.",19.00
17506,"Guhl Int.Kur Goji Beere 200ml","4072600221198",8.00,"Stck.",19.00
17507,"Guhl Shampoo Pfirsichöl 250ml","4072600255278",15.00,"Stck.",19.00
17508,"Guhl Shampoo Blaue Malve 250ml","4072600255292",19.00,"Stck.",19.00
17509,"Guhl Shampoo Yuzu Zitrus  250ml","4072600255308",113.00,"Stck.",19.00
17510,"Guhl Balsam Tucuma Öl 200ml","4072600221150",9.00,"Stck.",19.00
17513,"Guhl Balsam Monoi Öl 200ml","4072600221204",11.00,"Stck.",19.00
17514,"Guhl Schaumfestiger 30 dunkelbraun","40726229",70.00,"Stck.",19.00
17516,"Guhl Balsam Goji Beere 200ml","4072600221181",6.00,"Stck.",19.00
17517,"Guhl Shampoo 250+50ml 16er MIX PACK","4072600260555",25.00,"Stck.",19.00
17519,"Guhl Shampoo Acai+Öl 250ml","4072600255230",20.00,"Stck.",19.00
17520,"Garnier Olia 110 kühles aschblond","3600541910812",6.00,"Stck.",19.00
17523,"Garnier Olia  5.35 warmes schokobraun","3600541593718",5.00,"Stck.",19.00
17526,"Guhl Silberglanz Anti Gelbstich Kur 200ml","4072600255544",26.00,"Stck.",19.00
17528,"Guhl Balsam Manuka Honig&Milch 200ml","4072600255476",6.00,"Stck.",19.00
17534,"Guhl Kur Int.Repair Baobab Öl 200ml","42373032",22.00,"Stck.",19.00
17535,"Guhl Maske Manuka Honig&Milch 200ml","4072600249031",9.00,"Stck.",19.00
17537,"Garnier Olia  9G kühles hellblond","3600542031073",3.00,"Stck.",19.00
17538,"Guhl Farb Shampoo Blond 250ml","4072600255360",126.00,"Stck.",19.00
17540,"Guhl Farb Shampoo Braun 250ml","4072600255377",17.00,"Stck.",19.00
17541,"Guhl Silberglanz Shampoo 250ml","4072600255346",113.00,"Stck.",19.00
17543,"Guhl Farb Balsam Blond 200ml","4072600255452",17.00,"Stck.",19.00
17545,"Guhl Farb Balsam Braun 200ml","4072600255469",6.00,"Stck.",19.00
17549,"Guhl Shampoo Manuka Honig&Milch 250ml","4072600255384",20.00,"Stck.",19.00
17550,"Guhl Balsam Kobushi Magnolie+Öl 200ml","4072600221402",27.00,"Stck.",19.00
17553,"Guhl Shampoo Man Kraft&Energie 250ml","4072600255353",69.00,"Stck.",19.00
17554,"Garnier Olia  4.26 violett rot","3600542122306",4.00,"Stck.",19.00
17556,"Garnier Olia  7.22 dunkles rose","3600542122313",1.00,"Stck.",19.00
17557,"Guhl Feuchtigkeitsaufbau Spray Tucuma Öl 180ml","4072600255575",11.00,"Stck.",19.00
17559,"Garnier Olia  9.2  rosegold","3600542122320",1.00,"Stck.",19.00
17561,"Guhl Balsam Sakura Kirschblüte+Öl 200ml","4072600255438",18.00,"Stck.",19.00
17563,"Guhl 1 Min.Int.Repair Konz.Monoi Öl 20ml","4072600221211",24.00,"Stck.",19.00
17564,"Guhl Shampoo Kobushi Magnolie+Öl 250ml","4072600255339",12.00,"Stck.",19.00
17567,"Guhl Int.Sprühkur Baobab Öl 180ml","4072600255520",18.00,"Stck.",19.00
17568,"Guhl Shampoo Sakura Kirschblüte+Öl 250ml","4072600255322",22.00,"Stck.",19.00
17569,"Guhl 7 Effekte Serum Tiefen Aufbau Baobab Öl 100m","4072600245156",12.00,"Stck.",19.00
17573,"Guhl Shampoo Weißer Tee & Wasserminze 250ml","4072600255315",97.00,"Stck.",19.00
17574,"Garnier Olia  4.0 mittelbraun","3600542222693",6.00,"Stck.",19.00
17575,"Garnier Olia  5.3 goldbraun","3600541250604",6.00,"Stck.",19.00
17576,"Garnier Olia  7.0 mittelblond","3600541250857",6.00,"Stck.",19.00
17577,"Garnier Olia  9.0 hellblond","3600541251052",3.00,"Stck.",19.00
17578,"Guhl Schaumfestiger 40 Mittelbraun","40726502",69.00,"Stck.",19.00
17579,"Guhl Volumen Spülung 200ml","4072600255421",20.00,"Stck.",19.00
17580,"Garnier Olia B+++ Ultra Aufheller","3600541919389",7.00,"Stck.",19.00
17581,"Garnier Olia  7.31 kühles goldblond","3600542188432",3.00,"Stck.",19.00
17582,"Garnier Olia  8.31 honigblond","3600541251007",3.00,"Stck.",19.00
17583,"Guhl Schaumfestiger 70 Mittelblond","40726540",47.00,"Stck.",19.00
17584,"Garnier Olia  6.0 hellbraun","3600541250703",6.00,"Stck.",19.00
17585,"Guhl Schaumfestiger 82 HellGoldblond","40726564",27.00,"Stck.",19.00
17586,"Guhl Schaumfestiger 98 Silberblond","40726557",57.00,"Stck.",19.00
17587,"Garnier Olia  7.40 intensives kupfer","3600541337374",12.00,"Stck.",19.00
17588,"Garnier Olia  8.0 naturblond","3600541250956",1.00,"Stck.",19.00
17589,"Garnier Olia  1.0 schwarz","3600541250154",9.00,"Stck.",19.00
17590,"Garnier Olia  3.0 dunkelbraun","3600541250253",5.00,"Stck.",19.00
17592,"Garnier Olia  4.15 schokobraun","3600541250406",4.00,"Stck.",19.00
17593,"Garnier Olia  5.0 samtbraun","3600541250505",5.00,"Stck.",19.00
17594,"Garnier Olia  4.8 Mokka","3600542188500",6.00,"Stck.",19.00
17595,"Guhl Föhnlotion (Pumpspray) 150ml","4072600255605",19.00,"Stck.",19.00
17596,"Garnier Olia  6.3 karamellbraun","3600541250758",6.00,"Stck.",19.00
17597,"Garnier Olia  6.60 intensives rot","3600541250802",11.00,"Stck.",19.00
17598,"Garnier Olia  9.3 sehr helles goldblond","3600541251106",9.00,"Stck.",19.00
17599,"Garnier Olia 10.0 extra hellblond","3600541402096",24.00,"Stck.",19.00
17607,"Guhl Volumen Föhn Aktiv 150ml","4072600255599",37.00,"Stck.",19.00
17608,"Guhl Volumen Sprühkur 180ml","4072600255582",10.00,"Stck.",19.00
17609,"Guhl Volumen Shampoo 250ml","4072600255285",98.00,"Stck.",19.00
18001,"Bakanasan Aagaard P.Halspastillen 30er","4011246055392",26.00,"Stck.",19.00
18002,"Bakanasan Aagaard P.Drops Honig&Euka 45g","4011246013552",19.00,"Stck.",7.00
18004,"Bakanasan Aagaard P.Kapseln 60er","4011246058898",26.00,"Stck.",7.00
18005,"Bakanasan Aagaard P.Mundgel 20ml","4011246055309",29.00,"Stck.",19.00
18006,"Bakanasan Aagaard P.Mundspray 15ml","4011246017505",125.00,"Stck.",19.00
18007,"Bakanasan Aagaard P.Mundwasser 50ml","4011246014733",32.00,"Stck.",19.00
18008,"Bakanasan Nervenkraft Kapseln 60er","4011246014153",4.00,"Stck.",7.00
18009,"Bakanasan Aagaard P.Hautbalsam(Salbe) 30ml","4011246114525",12.00,"Stck.",19.00
18010,"Bakanasan Aagaard P.Zahncreme 50ml","4011246014832",33.00,"Stck.",19.00
18011,"Bakanasan Artischocke Dragees 120er","4011246013439",22.00,"Stck.",7.00
18013,"Bakanasan Augenwohl Kapseln 60er","4011246107503",57.00,"Stck.",7.00
18014,"Bakanasan Beruhigungs Dragees 80er","4011246014306",10.00,"Stck.",19.00
18015,"Bakanasan Aagaard P.Drops Erdbeere 45g","4056500032856",14.00,"Stck.",7.00
18016,"Bakanasan Aagaard P.Drops Zitro&Honig 45g","4056500032900",20.00,"Stck.",7.00
18018,"Bakanasan Aagaard P.Hals+Husten Sirup 100ml","4011246014955",10.00,"Stck.",19.00
18021,"Bakanasan Gehirnstoffwechsel 32er","4011246016508",60.00,"Stck.",7.00
18023,"Bakanasan Lachsöl Omega3 90er","4011246087003",31.00,"Stck.",19.00
18024,"Bakanasan Aagaard P.Husten Pastillen 30er","4011246015846",29.00,"Stck.",7.00
18025,"Bakanasan Magen Pastillen 40er","4011246000163",30.00,"Stck.",19.00
18028,"Bakanasan Aagaard P.Immun Kraft Trink Kur 10er","4011246014764",9.00,"Stck.",19.00
18029,"Bakanasan Aagaard P.KIDS Hals+Husten Past.30er","4011246117908",30.00,"Stck.",7.00
18030,"Bakanasan Aagaard P.KIDS Immun Stark Trunk 100ml","4056500330006",18.00,"Stck.",19.00
18031,"Bakanasan Bio Gelee Royale Kapseln 30er","4011246012869",4.00,"Stck.",19.00
18032,"Bakanasan Bio Propolis Lip Balm 4.8g","4011246032751",13.00,"Stck.",19.00
18034,"Bakanasan Vitamin B Komplex 60er","4011246012951",34.00,"Stck.",7.00
18035,"Bakanasan Vitamin D3 Tabletten 60er","4011246016454",9.00,"Stck.",7.00
18036,"Bakanasan Zink Plus 90er","4011246019691",4.00,"Stck.",7.00
18401,"Herbaria Tee lose EK Brennnesselkraut 50g","4021269102348",4.00,"Stck.",19.00
18406,"Salus Tee FB Anis-Fenchel-Kümmel 15er","4004148013058",0.00,"Stck.",7.00
18409,"Salus Tee FB Darjeeling Schwarzer Tee 15er","4004148013713",3.00,"Stck.",7.00
18410,"Salus Tee FB Abwehr Fit 15er","4004148023743",9.00,"Stck.",7.00
18412,"Salus Tee FB Cool Cassis 15er","4004148023873",6.00,"Stck.",7.00
18413,"Salus Tee FB Energie 15er (Klosterkräuter)","4004148023712",5.00,"Stck.",7.00
18417,"Salus Tee FB Ingwer Zitrone 15er","4004148023996",11.00,"Stck.",7.00
18418,"Salus Tee FB Grüner Tee 15er","4004148013768",27.00,"Stck.",7.00
18419,"Salus Tee FB Kur (Klosterkräuter) 15er","4004148023729",7.00,"Stck.",7.00
18420,"Salus Tee FB Hagebutte Malva 15er","4004148013034",1.00,"Stck.",7.00
18421,"Salus Tee FB Ruhige Stunde 15er (Klosterkräuter)","4004148023705",4.00,"Stck.",7.00
18424,"Salus Tee FB Herz-Unterstützung Nr.16 15er","4004148309205",5.00,"Stck.",7.00
18426,"Salus Tee FB Cistus Granatapfel 15er","4004148307546",10.00,"Stck.",7.00
18427,"Salus Tee FB Cistus Salbei 15er","4004148307539",12.00,"Stck.",7.00
18428,"Herbaria Tee lose EK Grüner Hafer 75g","4021269018908",7.00,"Stck.",7.00
18438,"Herbaria Tee lose EK Himbeerblätter 50g","4021269040114",4.00,"Stck.",7.00
18439,"Herbaria Tee lose EK Holunderblüten 75g","4021269018373",1.00,"Stck.",7.00
18441,"Herbaria Tee lose EK Kamillenblüten 50g","4021269018120",9.00,"Stck.",7.00
18442,"Herbaria Tee lose EK Lindenblüten 75g","4021269018144",2.00,"Stck.",7.00
18445,"Herbaria Tee lose EK Salbeiblätter 50g","4021269040282",2.00,"Stck.",7.00
18448,"Herbaria Tee lose EK Thymian 75g","4021269040350",3.00,"Stck.",7.00
18459,"Salus Tee FB Fasten 15er","4004148023569",3.00,"Stck.",7.00
18460,"Herbaria Flohsamen 20x5g","4021269002204",2.00,"Stck.",19.00
18505,"Salus Tee FB Lindenblüte 15er","4004148013218",3.00,"Stck.",7.00
18506,"Salus Tee FB Mate grün 15er","4004148013102",2.00,"Stck.",7.00
18507,"Salus Tee FB Mistel 15er","",6.00,"Stck.",7.00
18510,"Salus Tee FB Pfefferminz 15er","4004148013072",5.00,"Stck.",7.00
18513,"Salus Tee FB Salbei 15er","4004148013171",0.00,"Stck.",7.00
18516,"Salus Tee FB Holunder Apfel 15er","4004148023187",4.00,"Stck.",7.00
18517,"Salus Tee FB Orange Spicy Ingwer 15er","4004148023842",5.00,"Stck.",7.00
